1.27771,-0.308845,1.24217,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28399,-0.289143,1.20451,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.14524,-0.27415,1.35082,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.12951,-0.308812,1.36232,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.12197,-0.321477,1.35328,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.13052,-0.304577,1.36381,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.12789,-0.317637,1.35761,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.11361,-0.310354,1.35733,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28692,-0.303949,1.19144,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.23669,-0.326793,1.40437,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28535,-0.348964,1.19725,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28294,-0.272083,1.2467,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.27084,-0.403562,1.38142,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28421,-0.430582,1.35248,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28455,-0.334082,1.15664,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28369,-0.334692,1.16026,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.29001,-0.307549,1.37842,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.27575,-0.339168,1.22764,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.28366,-0.41357,1.30104,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.14075,-0.277818,1.33232,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
1.32244,-0.28388,1.43863,-0.103401,0.211822,-0.971823,-0.178155,0.957315,0.227615,0.978555,0.19667,-0.0612508,2928,0.943568,-0.373865,1.31151
