-1.338166875	0.260113291
0.354551177	0.639627255
0.562692823	0.694867768
0.435735607	0.72518583
0.470242408	0.624032752
0.057040062	1.088389214
0.77279667	0.77279667
-0.194175419	0.99894593
-1.249542139	-0.153424483
-0.975374391	0.26135078
-0.12775563	1.04048611
0.878299696	-0.372816102
0.825077384	0.717228828
1.195908496	0.1468391
-1.013460683	0.348962498
0.641005885	0.687394654
-1.148281646	0.265101707
-1.215936384	0.106380649
0.949214521	0.570345625
-0.787425456	-0.84441042
1.219296958	0.193117666
-0.058498886	1.116225232
0.347678022	0.81907809
-0.095415607	1.090605383
-0.873593606	0.6583
0.824185454	0.76856537
0.910812126	0.637757516
0.846015811	0.685090096
1.101722498	0.33683037
0.922388051	0.599005804
-0.596055655	0.685683594
1.066957645	0.409566667
1.203707887	0.233977111
0.317835297	0.923060727
1.012933939	0.472338853
0.890885647	0.671330487
1.04391696	0.44311646
0.975319182	0.540628251
0.022034631	1.262363182
0.239668637	0.89445553
1.137477253	0.304786111
0.356145624	0.763756756
1.10337112	0.379921144
-1.224532738	-0.238025052
0.274189049	0.896831969
1.029449279	0.524530607
0.62228325	-0.404115468
0.440268417	-0.628768462
0.347616461	0.905571842
-1.488553108	-0.025982791
-0.742975241	0.446424563
0.21557113	-0.705101394
0.590654161	0.679469887
-0.910614974	-0.547152677
-0.969985721	0.296554395
0.57376245	-0.432361018
1.173868089	0.271008802
0.214339453	0.928406168
-0.709079862	-0.815703071
0.762007489	-0.422387648
-1.252601872	0.153800171
0.95618754	-0.367046007
-0.020184058	1.156343936
0.620484863	-0.434468179
-1.074583586	-0.370008802
0.464648506	-0.616609393
-0.272512347	1.017029925
-1.36943851	-0.119810345
-0.915172096	0.351301654
-0.245365765	1.06279589
-0.812174148	0.568690461
1.027344599	-0.275276156
0.484779484	0.692336854
-1.205842551	-0.190986698
0.185508803	0.954360056
0.469329832	0.722704565
0.51174779	-0.51174779
0.791043346	-0.36886957
1.166290181	0.102037169
-1.465178655	-0.07678676
-0.569329144	-0.876690001
-0.353123643	0.91991854
0.409148867	0.802999865
0.100757077	1.151658656
-0.292540844	0.956857986
0.388006962	-0.645752026
0.389773865	-0.600199119
-1.319979153	0.069177176
0.553072541	-0.480778625
-1.302300766	0.206264178
0.718207988	-0.431542896
1.150260108	0.060282578
0.753326339	-0.383838941
-0.169964152	1.073111425
0.555547887	-0.518056785
0.261318794	-0.758924883
-0.471592085	-1.228539383
-1.224912679	-0.328214363
0.469616767	-0.57992841
0.270458157	-0.704567587
0.504091092	-0.579890467
0.156968387	0.99105939
-0.89827861	-0.58334895
-0.449105898	0.810208487
-0.964289262	-0.534514266
-0.997403889	-0.508202665
0.346502228	-0.680048913
-0.752747544	0.488839971
-0.591870315	0.785438437
-1.044645788	-0.443425829
0.330337208	-0.708410428
-0.444428806	0.739653744
-0.33055802	0.960010197
0.994204714	-0.342332136
-0.886022214	-0.667665628
-1.108011374	-0.338753073
-0.552854772	0.682718786
-0.573262158	-0.760744578
1.135737836	0.019824378
0.366656742	-0.661466272
-0.727111144	0.678042111
0.583831918	-0.472777766
-0.362396305	0.853752192
-1.056401304	-0.405514467
0.114262379	0.930592402
-1.022901699	-0.476986896
-0.854339475	-0.691830466
-0.790218545	-0.790218545
0.311100461	-0.732906757
-0.663855293	0.577080602
1.02501192	-0.313377593
-0.835743867	-0.726501059
0.186157004	-0.694747397
1.15672954	-0.183207961
-0.600937355	-0.74209583
1.05396057	-0.24332597
-0.818570731	-0.763329556
0.533906194	-0.572544296
-0.770716106	0.359390822
-0.743971549	0.743971549
-0.556387421	-0.794603586
1.10921581	-0.019361434
-0.768975943	0.391812813
